#MaxThreads,#UE,AvUE/Thread,Execution Time,Registration Throughput(registrations/sec),Registration Latency (in sec),Setup Tunnel (Yes/No),DO Detach (Yes/No),Sending Data? (Yes/ No),Mean Data Sending Time,Sending Rate
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,826,826,6,137.666667,0.006742,Yes,Yes,No,1,0M
1,896,896,6,149.333333,0.006522,Yes,Yes,No,1,0M
1,1185,1185,6,197.500000,0.004671,Yes,Yes,No,1,0M
1,582,582,6,97.000000,0.008927,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,831,831,6,138.500000,0.006536,Yes,Yes,No,1,0M
1,1190,1190,6,198.333333,0.004933,Yes,Yes,No,1,0M
1,1004,1004,6,167.333333,0.005202,Yes,Yes,No,1,0M
1,729,729,6,121.500000,0.007004,Yes,Yes,No,1,0M
1,799,799,6,133.166667,0.006768,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,790,790,6,131.666667,0.006779,Yes,Yes,No,1,0M
1,883,883,6,147.166667,0.006744,Yes,Yes,No,1,0M
1,1162,1162,6,193.666667,0.004933,Yes,Yes,No,1,0M
1,843,843,6,140.500000,0.006434,Yes,Yes,No,1,0M
1,1153,1153,6,192.166667,0.004954,Yes,Yes,No,1,0M
1,890,890,6,148.333333,0.006663,Yes,Yes,No,1,0M
1,476,476,6,79.333333,0.011309,Yes,Yes,No,1,0M
1,715,715,6,119.166667,0.007190,Yes,Yes,No,1,0M
1,487,487,6,81.166667,0.010528,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,149,149,6,24.833333,0.038391,Yes,Yes,No,1,0M
1,150,150,6,25.000000,0.037576,Yes,Yes,No,1,0M
1,662,662,6,110.333333,0.008687,Yes,Yes,No,1,0M
1,540,540,6,90.000000,0.009724,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,516,516,6,86.000000,0.009942,Yes,Yes,No,1,0M
1,551,551,6,91.833333,0.009362,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,551,551,6,91.833333,0.009623,Yes,Yes,No,1,0M
1,931,931,6,155.166667,0.006348,Yes,Yes,No,1,0M
1,930,930,6,155.000000,0.006028,Yes,Yes,No,1,0M
1,593,593,6,98.833333,0.009731,Yes,Yes,No,1,0M
1,634,634,6,105.666667,0.009266,Yes,Yes,No,1,0M
1,620,620,6,103.333333,0.009470,Yes,Yes,No,1,0M
1,519,519,6,86.500000,0.010511,Yes,Yes,No,1,0M
1,499,499,6,83.166667,0.010755,Yes,Yes,No,1,0M
1,368,368,6,61.333333,0.015968,Yes,Yes,No,1,0M
1,473,473,6,78.833333,0.012471,Yes,Yes,No,1,0M
1,552,552,6,92.000000,0.009804,Yes,Yes,No,1,0M
1,546,546,6,91.000000,0.009779,Yes,Yes,No,1,0M
1,553,553,6,92.166667,0.009725,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,7,0.000000,-nan,Yes,Yes,No,1,0M
1,533,533,6,88.833333,0.009848,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,508,508,6,84.666667,0.010098,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,519,519,6,86.500000,0.010916,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,633,633,6,105.500000,0.009431,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,7,0.000000,-nan,Yes,Yes,No,1,0M
1,508,508,6,84.666667,0.010897,Yes,Yes,No,1,0M
1,479,479,6,79.833333,0.010673,Yes,Yes,No,1,0M
1,536,536,6,89.333333,0.009506,Yes,Yes,No,1,0M
1,920,920,6,153.333333,0.006374,Yes,Yes,No,1,0M
1,827,827,6,137.833333,0.006107,Yes,Yes,No,1,0M
1,975,975,6,162.500000,0.005886,Yes,Yes,No,1,0M
1,898,898,6,149.666667,0.006031,Yes,Yes,No,1,0M
1,935,935,6,155.833333,0.006225,Yes,Yes,No,1,0M
1,507,507,6,84.500000,0.010416,Yes,Yes,No,1,0M
1,513,513,6,85.500000,0.009879,Yes,Yes,No,1,0M
1,649,649,6,108.166667,0.008933,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,639,639,6,106.500000,0.009341,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,528,528,6,88.000000,0.009566,Yes,Yes,No,1,0M
1,554,554,6,92.333333,0.010103,Yes,Yes,No,1,0M
1,495,495,6,82.500000,0.010201,Yes,Yes,No,1,0M
1,474,474,6,79.000000,0.011092,Yes,Yes,No,1,0M
1,0,0,6,0.000000,-nan,Yes,Yes,Yes,1,100M
1,0,0,6,0.000000,-nan,Yes,Yes,Yes,1,100M
1,0,0,6,0.000000,-nan,Yes,Yes,Yes,1,100M
1,0,0,6,0.000000,-nan,Yes,Yes,Yes,1,100M
1,0,0,6,0.000000,-nan,Yes,Yes,Yes,1,100M
1,0,0,6,0.000000,-nan,Yes,Yes,Yes,1,100M
1,0,0,6,0.000000,-nan,Yes,Yes,Yes,1,100M
1,0,0,6,0.000000,-nan,Yes,Yes,Yes,1,100M
1,0,0,6,0.000000,-nan,Yes,Yes,Yes,1,100M
1,0,0,6,0.000000,-nan,Yes,Yes,Yes,1,100M
1,574,574,6,95.666667,0.009681,Yes,Yes,No,1,100M
1,0,0,6,0.000000,-nan,Yes,Yes,No,1,0M
1,574,574,6,95.666667,0.010034,Yes,Yes,No,1,0M
1,555,555,6,92.500000,0.010049,Yes,Yes,No,1,0M
1,846,846,6,141.000000,0.007079,Yes,Yes,No,1,0M
1,816,816,6,136.000000,0.006655,Yes,Yes,No,1,0M
