"object_name","filename","lineno","listlabel"
ingress::uekey_uestate_map,epc_basic_sgw_without_gtp.p4,76,pif_ctlflow_state_ingress_flow_ingress::uekey_uestate_map
ingress::ip_op_tun_s2_uplink,epc_basic_sgw_without_gtp.p4,30,pif_ctlflow_state_ingress_flow_ingress::ip_op_tun_s2_uplink
ingress::tbl_act_13,,1,pif_ctlflow_state_ingress_flow_ingress::tbl_act_13
ingress::tbl_act_12,,1,pif_ctlflow_state_ingress_flow_ingress::tbl_act_12
ingress::tbl_act_11,,1,pif_ctlflow_state_ingress_flow_ingress::tbl_act_11
ingress::tbl_act_10,,1,pif_ctlflow_state_ingress_flow_ingress::tbl_act_10
ingress::arp_tbl,epc_basic_sgw_without_gtp.p4,191,pif_ctlflow_state_ingress_flow_ingress::arp_tbl
ingress::tbl_act_14,,1,pif_ctlflow_state_ingress_flow_ingress::tbl_act_14
ingress::tbl_act_9,,1,pif_ctlflow_state_ingress_flow_ingress::tbl_act_9
ingress::tbl_act_8,,1,pif_ctlflow_state_ingress_flow_ingress::tbl_act_8
ingress::tbl_act,,1,pif_ctlflow_state_ingress_flow_ingress::tbl_act
ingress::service_req_uekey_sgwteid_map,epc_basic_sgw_without_gtp.p4,130,pif_ctlflow_state_ingress_flow_ingress::service_req_uekey_sgwteid_map
ingress::tbl_act_3,,1,pif_ctlflow_state_ingress_flow_ingress::tbl_act_3
ingress::tbl_act_2,,1,pif_ctlflow_state_ingress_flow_ingress::tbl_act_2
ingress::tbl_act_1,,1,pif_ctlflow_state_ingress_flow_ingress::tbl_act_1
ingress::tbl_act_0,,1,pif_ctlflow_state_ingress_flow_ingress::tbl_act_0
ingress::ctxt_setup_uekey_sgwteid_map,epc_basic_sgw_without_gtp.p4,169,pif_ctlflow_state_ingress_flow_ingress::ctxt_setup_uekey_sgwteid_map
ingress::tbl_act_6,,1,pif_ctlflow_state_ingress_flow_ingress::tbl_act_6
ingress::tbl_act_5,,1,pif_ctlflow_state_ingress_flow_ingress::tbl_act_5
ingress::tbl_act_4,,1,pif_ctlflow_state_ingress_flow_ingress::tbl_act_4
_condition_26,epc_basic_sgw_without_gtp.p4,431,pif_ctlflow_state_egress_flow__condition_26
_condition_27,epc_basic_sgw_without_gtp.p4,450,pif_ctlflow_state_egress_flow__condition_27
_condition_24,epc_basic_sgw_without_gtp.p4,405,pif_ctlflow_state_egress_flow__condition_24
_condition_25,epc_basic_sgw_without_gtp.p4,416,pif_ctlflow_state_egress_flow__condition_25
_condition_28,epc_basic_sgw_without_gtp.p4,455,pif_ctlflow_state_egress_flow__condition_28
_condition_29,epc_basic_sgw_without_gtp.p4,470,pif_ctlflow_state_egress_flow__condition_29
egress::tbl_act_20,,1,pif_ctlflow_state_egress_flow_egress::tbl_act_20
egress::ctxt_release_uekey_sgwteid_map,epc_basic_sgw_without_gtp.p4,387,pif_ctlflow_state_egress_flow_egress::ctxt_release_uekey_sgwteid_map
egress::tbl_act_18,,1,pif_ctlflow_state_egress_flow_egress::tbl_act_18
egress::tbl_act_19,,1,pif_ctlflow_state_egress_flow_egress::tbl_act_19
egress::tbl_act_16,,1,pif_ctlflow_state_egress_flow_egress::tbl_act_16
egress::tbl_act_17,,1,pif_ctlflow_state_egress_flow_egress::tbl_act_17
egress::tbl_act_15,,1,pif_ctlflow_state_egress_flow_egress::tbl_act_15
ingress::act_8,,1,pif_action_state_ingress::act_8
ingress::fwd_act,epc_basic_sgw_without_gtp.p4,183,pif_action_state_ingress::fwd_act
ingress::act_9,,1,pif_action_state_ingress::act_9
ingress::act_0,,1,pif_action_state_ingress::act_0
ingress::act_1,,1,pif_action_state_ingress::act_1
ingress::act_2,,1,pif_action_state_ingress::act_2
ingress::act_3,,1,pif_action_state_ingress::act_3
ingress::act_4,,1,pif_action_state_ingress::act_4
ingress::act_5,,1,pif_action_state_ingress::act_5
ingress::act_6,,1,pif_action_state_ingress::act_6
ingress::act_7,,1,pif_action_state_ingress::act_7
ingress::populate_ip_op_tun_s2_downlink,epc_basic_sgw_without_gtp.p4,49,pif_action_state_ingress::populate_ip_op_tun_s2_downlink
ingress::populate_service_req_uekey_sgwteid_map,epc_basic_sgw_without_gtp.p4,105,pif_action_state_ingress::populate_service_req_uekey_sgwteid_map
ingress::act,,1,pif_action_state_ingress::act
ingress::populate_uekey_uestate_map,epc_basic_sgw_without_gtp.p4,72,pif_action_state_ingress::populate_uekey_uestate_map
ingress::populate_ip_op_tun_s2_uplink,epc_basic_sgw_without_gtp.p4,25,pif_action_state_ingress::populate_ip_op_tun_s2_uplink
ingress::populate_ctxt_setup_uekey_sgwteid_map,epc_basic_sgw_without_gtp.p4,144,pif_action_state_ingress::populate_ctxt_setup_uekey_sgwteid_map
ingress::drop_act,epc_basic_sgw_without_gtp.p4,187,pif_action_state_ingress::drop_act
egress::act_20,,1,pif_action_state_egress::act_20
ingress::populate_uekey_guti_map,epc_basic_sgw_without_gtp.p4,88,pif_action_state_ingress::populate_uekey_guti_map
ingress::act_12,,1,pif_action_state_ingress::act_12
ingress::act_13,,1,pif_action_state_ingress::act_13
ingress::act_10,,1,pif_action_state_ingress::act_10
ingress::act_11,,1,pif_action_state_ingress::act_11
ingress::act_14,,1,pif_action_state_ingress::act_14
egress::act_19,,1,pif_action_state_egress::act_19
egress::act_18,,1,pif_action_state_egress::act_18
egress::populate_ctxt_release_uekey_sgwteid_map,epc_basic_sgw_without_gtp.p4,355,pif_action_state_egress::populate_ctxt_release_uekey_sgwteid_map
egress::act_17,,1,pif_action_state_egress::act_17
egress::act_16,,1,pif_action_state_egress::act_16
egress::act_15,,1,pif_action_state_egress::act_15
